location_name,location_id,sex_name,age_name,n_years,weighted_r,weighted_se,weighted_t,weighted_p,fit_status,weighted_fdr,bh_family
Grand Duchy of Luxembourg,87,Female,30-34 years,30,0.631586145311525,0.146519006696173,4.31060897526561,0.000181797604598082,ok,0.000704440327090667,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Greenland,349,Female,30-34 years,30,0.693302190425832,0.13618947839981,5.09071771602291,2.16415378697893e-05,ok,0.000104240074072819,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Grenada,112,Female,30-34 years,30,0.502028986736589,0.163441437357788,3.0716138749906,0.00470174157794007,ok,0.0118845771080876,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Guam,351,Female,30-34 years,30,0.171614930294258,0.186178516071087,0.921776228083864,0.364520059782888,ok,0.448123207134724,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Hashemite Kingdom of Jordan,144,Female,30-34 years,30,-0.553923062808172,0.157340536109377,-3.52053626169868,0.00149442462931732,ok,0.0044772419494352,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Hellenic Republic,82,Female,30-34 years,30,0.282432572691691,0.181288231621316,1.55792006003815,0.130484545843172,ok,0.191627989403333,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Hungary,48,Female,30-34 years,30,0.916284742388406,0.0756925809881685,12.1053441490076,1.21180459372375e-12,ok,3.13622263509998e-11,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Independent State of Papua New Guinea,26,Female,30-34 years,30,-0.458939140488731,0.16790461421885,-2.73333250919799,0.0107418296782948,ok,0.0241900424183938,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Independent State of Samoa,27,Female,30-34 years,30,-0.379812117129835,0.174820597397258,-2.17258219445824,0.0384315848717606,ok,0.0697439750577006,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Ireland,84,Female,30-34 years,30,-0.266720061207259,0.182136174424287,-1.46439916205736,0.154223222252524,ok,0.220419641549694,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Islamic Republic of Afghanistan,160,Female,30-34 years,30,-0.351493401777236,0.176923347860336,-1.98669879373244,0.0568209429364582,ok,0.0972151110526082,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Islamic Republic of Iran,142,Female,30-34 years,30,0.117792071719651,0.187666595307437,0.627666695432304,0.535308151857111,ok,0.611881565801074,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Islamic Republic of Mauritania,212,Female,30-34 years,30,0.161947770380251,0.186487544554289,0.868410653201052,0.392552247573873,ok,0.476337017000067,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Islamic Republic of Pakistan,165,Female,30-34 years,30,-0.457842548399125,0.168011500549749,-2.72506671805812,0.0109556112570354,ok,0.0245122966705798,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Jamaica,115,Female,30-34 years,30,0.134482464439497,0.187265516881234,0.718137896817316,0.47862206638377,ok,0.562474187129419,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Japan,67,Female,30-34 years,30,-0.292296759800245,0.180728941097897,-1.61732126589462,0.117021056367988,ok,0.175451012748551,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Kingdom of Bahrain,140,Female,30-34 years,30,0.687631732164306,0.137212374613839,5.01144108976709,2.68792485887561e-05,ok,0.000127172215696871,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Kingdom of Belgium,76,Female,30-34 years,30,-0.600696895637555,0.151086923842276,-3.975836428205,0.000448316209362494,ok,0.00155787636680274,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Kingdom of Bhutan,162,Female,30-34 years,30,0.214813641509832,0.184570456874225,1.16385712615002,0.254303853618821,ok,0.331925391174283,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Kingdom of Cambodia,10,Female,30-34 years,30,0.516767534323012,0.161792560692224,3.19401295159703,0.00345709331280718,ok,0.00917306779557405,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Kingdom of Denmark,78,Female,30-34 years,30,-0.909765403810722,0.0784508285554705,-11.5966321906651,3.32300599138063e-12,ok,7.68278985207202e-11,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Kingdom of Eswatini,197,Female,30-34 years,30,0.0824200781255739,0.188339257981989,0.437614966782208,0.665022577841108,ok,0.727998200742729,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Kingdom of Lesotho,194,Female,30-34 years,30,0.259634427687019,0.182501464178044,1.42264298457204,0.165885841730615,ok,0.234145338831993,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Kingdom of Morocco,148,Female,30-34 years,30,-0.130027680611122,0.187377846140101,-0.693933051796856,0.493441654208017,ok,0.573861722600068,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Kingdom of Norway,90,Female,30-34 years,30,-0.180298339136601,0.18588519007562,-0.969944615078015,0.340378693715401,ok,0.421733944196145,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Kingdom of Saudi Arabia,152,Female,30-34 years,30,0.278280225289039,0.181517425001124,1.5330771978906,0.13647933136205,ok,0.198786359161525,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Kingdom of Spain,92,Female,30-34 years,30,0.362630020966931,0.176118818242272,2.05900780272152,0.0489039768975737,ok,0.0855696225432824,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Kingdom of Sweden,93,Female,30-34 years,30,0.668945481109345,0.140472664257828,4.76210431861349,5.3144713627882e-05,ok,0.000234187886736334,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Kingdom of Thailand,18,Female,30-34 years,30,-0.00103731483358637,0.188982134830058,-0.00548895711501604,0.995659389323917,ok,0.996397531473822,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Kingdom of Tonga,29,Female,30-34 years,30,-0.313253708932732,0.179470661533925,-1.7454312936464,0.0918765311735563,ok,0.143653780142328,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Kingdom of the Netherlands,89,Female,30-34 years,30,0.283867589687226,0.181208166751191,1.56652757310322,0.128458382211968,ok,0.189131045559788,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Kyrgyz Republic,37,Female,30-34 years,30,-0.0648145891122218,0.18858486807178,-0.343689235382087,0.733647534343604,ok,0.787949720998333,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Lao People's Democratic Republic,12,Female,30-34 years,30,0.876981009427534,0.0908106957796319,9.65724358676518,2.06677323336238e-10,ok,3.11633459708727e-09,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Lebanese Republic,146,Female,30-34 years,30,0.246809363723904,0.183135891970397,1.34768428552389,0.18856407506502,ok,0.260015988996219,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Malaysia,13,Female,30-34 years,30,0.820844626963366,0.10793749818188,7.60481427483341,2.7701139838979e-08,ok,2.70612825243885e-07,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Mongolia,38,Female,30-34 years,30,0.921504393596819,0.0733946408567504,12.555472481913,5.08468538788479e-13,ok,1.50715289958842e-11,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Montenegro,50,Female,30-34 years,30,-0.226240343508027,0.18408221251167,-1.22901795030133,0.229294186615549,ok,0.304321561110878,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
New Zealand,72,Female,30-34 years,30,0.820563537692373,0.108013802128937,7.59683967714477,2.82635058192675e-08,ok,2.74587453695651e-07,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
North Macedonia,49,Female,30-34 years,30,-0.0083133460706324,0.188975705947797,-0.0439916127257591,0.965223323190401,ok,0.97307979210009,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Northern Mariana Islands,376,Female,30-34 years,30,0.272668299061917,0.181821340752662,1.49964958971915,0.144897187769537,ok,0.209463712874012,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Palestine,149,Female,30-34 years,30,0.253702734055986,0.182799160158718,1.38787691275881,0.176120549957137,ok,0.246284704536836,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
People's Democratic Republic of Algeria,139,Female,30-34 years,30,0.0640721198252872,0.188593929180158,0.339735855251634,0.736590768998281,ok,0.789479109569116,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
People's Republic of Bangladesh,161,Female,30-34 years,30,0.359779061245739,0.17632751862546,2.04040222451012,0.0508419712800222,ok,0.0885140343369062,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
People's Republic of China,6,Female,30-34 years,30,-0.876867065567349,0.0908499841424835,-9.65181308333665,2.09220605045284e-10,ok,3.14102622639413e-09,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Plurinational State of Bolivia,121,Female,30-34 years,30,0.363541848420019,0.176051669003262,2.06497246222234,0.0482966687372565,ok,0.0848494666569431,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Portuguese Republic,91,Female,30-34 years,30,0.565327401929941,0.155885137272281,3.62656383938961,0.00113255476700766,ok,0.00350687493927013,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Principality of Andorra,74,Female,30-34 years,30,0.0462990157931894,0.188779576787376,0.245254367983547,0.80804815417182,ok,0.849185151111477,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Principality of Monaco,367,Female,30-34 years,30,-0.237923045612479,0.183555424129537,-1.2961918545353,0.205491868544053,ok,0.278377265668271,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Puerto Rico,385,Female,30-34 years,30,0.239521081003981,0.183481183518977,1.3054258557211,0.202373325447299,ok,0.275551901315757,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Albania,43,Female,30-34 years,30,-0.307010056244073,0.179855579500114,-1.70698099607123,0.0988937772689541,ok,0.152835837597475,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
Republic of Angola,168,Female,30-34 years,30,0.0484014112998357,0.188760742682388,0.256416724219383,0.799503739457608,ok,0.842247560279157,Descriptive weighted country-age temporal correlations within Female (m=3468); not used to filter Figure 2E-F
